date,site,lst
2025-08-01,Haifa_Coastal_Urban,31.62
2025-09-01,Haifa_Coastal_Urban,30.77
2025-10-01,Haifa_Coastal_Urban,26.3
2025-11-01,Haifa_Coastal_Urban,22.77
2025-12-01,Haifa_Coastal_Urban,14.94
2026-01-01,Haifa_Coastal_Urban,12.47
2026-02-01,Haifa_Coastal_Urban,16.02
2026-03-01,Haifa_Coastal_Urban,15.88
2026-04-01,Haifa_Coastal_Urban,21.22
2026-05-01,Haifa_Coastal_Urban,24.07
2000-02-01,Hula_Valley_Wetland,24.25
2000-03-01,Hula_Valley_Wetland,23.95
2000-04-01,Hula_Valley_Wetland,28.0
2000-05-01,Hula_Valley_Wetland,35.11
2000-06-01,Hula_Valley_Wetland,38.75
2000-07-01,Hula_Valley_Wetland,40.21
2000-08-01,Hula_Valley_Wetland,38.19
2000-09-01,Hula_Valley_Wetland,36.15
2000-10-01,Hula_Valley_Wetland,31.37
2000-11-01,Hula_Valley_Wetland,27.09
2000-12-01,Hula_Valley_Wetland,18.84
2001-01-01,Hula_Valley_Wetland,17.96
2001-02-01,Hula_Valley_Wetland,18.89
2001-03-01,Hula_Valley_Wetland,26.85
2001-04-01,Hula_Valley_Wetland,31.26
2001-05-01,Hula_Valley_Wetland,36.71
2001-06-01,Hula_Valley_Wetland,41.09
2001-07-01,Hula_Valley_Wetland,39.81
2001-08-01,Hula_Valley_Wetland,39.48
2001-09-01,Hula_Valley_Wetland,36.33
2001-10-01,Hula_Valley_Wetland,32.58
2001-11-01,Hula_Valley_Wetland,24.21
2001-12-01,Hula_Valley_Wetland,18.23
2002-01-01,Hula_Valley_Wetland,16.21
2002-02-01,Hula_Valley_Wetland,21.25
2002-03-01,Hula_Valley_Wetland,26.34
2002-04-01,Hula_Valley_Wetland,26.6
2002-05-01,Hula_Valley_Wetland,33.73
2002-06-01,Hula_Valley_Wetland,38.04
2002-07-01,Hula_Valley_Wetland,38.86
2002-08-01,Hula_Valley_Wetland,38.46
2002-09-01,Hula_Valley_Wetland,36.33
2002-10-01,Hula_Valley_Wetland,32.6
2002-11-01,Hula_Valley_Wetland,26.65
2002-12-01,Hula_Valley_Wetland,18.57
2003-01-01,Hula_Valley_Wetland,17.55
2003-02-01,Hula_Valley_Wetland,15.52
2003-03-01,Hula_Valley_Wetland,19.02
2003-04-01,Hula_Valley_Wetland,25.13
2003-05-01,Hula_Valley_Wetland,36.51
2003-06-01,Hula_Valley_Wetland,36.61
2003-07-01,Hula_Valley_Wetland,38.31
2003-08-01,Hula_Valley_Wetland,38.69
2003-09-01,Hula_Valley_Wetland,35.67
2003-10-01,Hula_Valley_Wetland,32.57
2003-11-01,Hula_Valley_Wetland,25.26
2003-12-01,Hula_Valley_Wetland,18.14
2004-01-01,Hula_Valley_Wetland,17.36
2004-02-01,Hula_Valley_Wetland,15.83
2004-03-01,Hula_Valley_Wetland,24.89
2004-04-01,Hula_Valley_Wetland,31.5
2004-05-01,Hula_Valley_Wetland,33.19
2004-06-01,Hula_Valley_Wetland,37.81
2004-07-01,Hula_Valley_Wetland,39.56
2004-08-01,Hula_Valley_Wetland,38.64
2004-09-01,Hula_Valley_Wetland,37.35
2004-10-01,Hula_Valley_Wetland,33.23
2004-11-01,Hula_Valley_Wetland,24.07
2004-12-01,Hula_Valley_Wetland,16.72
2005-01-01,Hula_Valley_Wetland,16.23
2005-02-01,Hula_Valley_Wetland,20.05
2005-03-01,Hula_Valley_Wetland,25.1
2005-04-01,Hula_Valley_Wetland,29.53
2005-05-01,Hula_Valley_Wetland,33.13
2005-06-01,Hula_Valley_Wetland,36.77
2005-07-01,Hula_Valley_Wetland,38.92
2005-08-01,Hula_Valley_Wetland,37.87
2005-09-01,Hula_Valley_Wetland,36.65
2005-10-01,Hula_Valley_Wetland,31.99
2005-11-01,Hula_Valley_Wetland,22.79
2005-12-01,Hula_Valley_Wetland,19.77
2006-01-01,Hula_Valley_Wetland,15.98
2006-02-01,Hula_Valley_Wetland,21.7
2006-03-01,Hula_Valley_Wetland,22.72
2006-04-01,Hula_Valley_Wetland,26.02
2006-05-01,Hula_Valley_Wetland,34.35
2006-06-01,Hula_Valley_Wetland,37.87
2006-07-01,Hula_Valley_Wetland,37.91
2006-08-01,Hula_Valley_Wetland,39.13
2006-09-01,Hula_Valley_Wetland,38.04
2006-10-01,Hula_Valley_Wetland,31.13
2006-11-01,Hula_Valley_Wetland,22.63
2006-12-01,Hula_Valley_Wetland,19.51
2007-01-01,Hula_Valley_Wetland,16.27
2007-02-01,Hula_Valley_Wetland,18.94
2007-03-01,Hula_Valley_Wetland,23.7
2007-04-01,Hula_Valley_Wetland,23.81
2007-05-01,Hula_Valley_Wetland,34.06
2007-06-01,Hula_Valley_Wetland,38.61
2007-07-01,Hula_Valley_Wetland,39.11
2007-08-01,Hula_Valley_Wetland,38.46
2007-09-01,Hula_Valley_Wetland,36.21
2007-10-01,Hula_Valley_Wetland,32.61
2007-11-01,Hula_Valley_Wetland,24.4
2007-12-01,Hula_Valley_Wetland,17.07
2008-01-01,Hula_Valley_Wetland,15.15
2008-02-01,Hula_Valley_Wetland,19.3
2008-03-01,Hula_Valley_Wetland,26.55
2008-04-01,Hula_Valley_Wetland,31.91
2008-05-01,Hula_Valley_Wetland,37.36
2008-06-01,Hula_Valley_Wetland,39.87
2008-07-01,Hula_Valley_Wetland,39.62
2008-08-01,Hula_Valley_Wetland,38.38
2008-09-01,Hula_Valley_Wetland,36.3
2008-10-01,Hula_Valley_Wetland,29.76
2008-11-01,Hula_Valley_Wetland,25.13
2008-12-01,Hula_Valley_Wetland,20.44
2009-01-01,Hula_Valley_Wetland,15.55
2009-02-01,Hula_Valley_Wetland,19.43
2009-03-01,Hula_Valley_Wetland,23.43
2009-04-01,Hula_Valley_Wetland,28.31
2009-05-01,Hula_Valley_Wetland,35.92
2009-06-01,Hula_Valley_Wetland,39.53
2009-07-01,Hula_Valley_Wetland,39.51
2009-08-01,Hula_Valley_Wetland,39.43
2009-09-01,Hula_Valley_Wetland,35.29
2009-10-01,Hula_Valley_Wetland,32.42
2009-11-01,Hula_Valley_Wetland,21.88
2009-12-01,Hula_Valley_Wetland,17.14
2010-01-01,Hula_Valley_Wetland,16.97
2010-02-01,Hula_Valley_Wetland,17.36
2010-03-01,Hula_Valley_Wetland,25.3
2010-04-01,Hula_Valley_Wetland,30.85
2010-05-01,Hula_Valley_Wetland,35.39
2010-06-01,Hula_Valley_Wetland,37.5
2010-07-01,Hula_Valley_Wetland,39.03
2010-08-01,Hula_Valley_Wetland,40.04
2010-09-01,Hula_Valley_Wetland,37.43
2010-10-01,Hula_Valley_Wetland,32.86
2010-11-01,Hula_Valley_Wetland,28.53
2010-12-01,Hula_Valley_Wetland,19.44
2011-01-01,Hula_Valley_Wetland,16.59
2011-02-01,Hula_Valley_Wetland,18.45
2011-03-01,Hula_Valley_Wetland,24.98
2011-04-01,Hula_Valley_Wetland,25.75
2011-05-01,Hula_Valley_Wetland,30.52
2011-06-01,Hula_Valley_Wetland,36.35
2011-07-01,Hula_Valley_Wetland,38.27
2011-08-01,Hula_Valley_Wetland,37.83
2011-09-01,Hula_Valley_Wetland,34.68
2011-10-01,Hula_Valley_Wetland,30.42
2011-11-01,Hula_Valley_Wetland,20.51
2011-12-01,Hula_Valley_Wetland,18.33
2012-01-01,Hula_Valley_Wetland,14.89
2012-02-01,Hula_Valley_Wetland,16.81
2012-03-01,Hula_Valley_Wetland,20.49
2012-04-01,Hula_Valley_Wetland,30.81
2012-05-01,Hula_Valley_Wetland,35.23
2012-06-01,Hula_Valley_Wetland,38.34
2012-07-01,Hula_Valley_Wetland,39.25
2012-08-01,Hula_Valley_Wetland,39.03
2012-09-01,Hula_Valley_Wetland,36.62
2012-10-01,Hula_Valley_Wetland,31.26
2012-11-01,Hula_Valley_Wetland,24.62
2012-12-01,Hula_Valley_Wetland,16.99
2013-01-01,Hula_Valley_Wetland,16.61
2013-02-01,Hula_Valley_Wetland,21.12
2013-03-01,Hula_Valley_Wetland,24.98
2013-04-01,Hula_Valley_Wetland,31.49
2013-05-01,Hula_Valley_Wetland,35.57
2013-06-01,Hula_Valley_Wetland,37.07
2013-07-01,Hula_Valley_Wetland,37.86
2013-08-01,Hula_Valley_Wetland,38.52
2013-09-01,Hula_Valley_Wetland,35.86
2013-10-01,Hula_Valley_Wetland,31.75
2013-11-01,Hula_Valley_Wetland,25.05
2013-12-01,Hula_Valley_Wetland,15.66
2014-01-01,Hula_Valley_Wetland,18.05
2014-02-01,Hula_Valley_Wetland,21.4
2014-03-01,Hula_Valley_Wetland,24.95
2014-04-01,Hula_Valley_Wetland,32.13
2014-05-01,Hula_Valley_Wetland,34.63
2014-06-01,Hula_Valley_Wetland,38.76
2014-07-01,Hula_Valley_Wetland,39.03
2014-08-01,Hula_Valley_Wetland,38.51
2014-09-01,Hula_Valley_Wetland,35.02
2014-10-01,Hula_Valley_Wetland,32.48
2014-11-01,Hula_Valley_Wetland,20.82
2014-12-01,Hula_Valley_Wetland,18.03
2015-01-01,Hula_Valley_Wetland,16.64
2015-02-01,Hula_Valley_Wetland,18.03
2015-03-01,Hula_Valley_Wetland,25.01
2015-04-01,Hula_Valley_Wetland,28.72
2015-05-01,Hula_Valley_Wetland,35.02
2015-06-01,Hula_Valley_Wetland,35.02
2015-07-01,Hula_Valley_Wetland,38.45
2015-08-01,Hula_Valley_Wetland,38.79
2015-09-01,Hula_Valley_Wetland,36.46
2015-10-01,Hula_Valley_Wetland,30.99
2015-11-01,Hula_Valley_Wetland,23.41
2015-12-01,Hula_Valley_Wetland,17.52
2016-01-01,Hula_Valley_Wetland,16.44
2016-02-01,Hula_Valley_Wetland,23.05
2016-03-01,Hula_Valley_Wetland,23.76
2016-04-01,Hula_Valley_Wetland,32.14
2016-05-01,Hula_Valley_Wetland,34.62
2016-06-01,Hula_Valley_Wetland,39.38
2016-07-01,Hula_Valley_Wetland,40.1
2016-08-01,Hula_Valley_Wetland,38.38
2016-09-01,Hula_Valley_Wetland,36.45
2016-10-01,Hula_Valley_Wetland,33.3
2016-11-01,Hula_Valley_Wetland,24.44
2016-12-01,Hula_Valley_Wetland,16.1
2017-01-01,Hula_Valley_Wetland,16.39
2017-02-01,Hula_Valley_Wetland,19.15
2017-03-01,Hula_Valley_Wetland,25.05
2017-04-01,Hula_Valley_Wetland,30.41
2017-05-01,Hula_Valley_Wetland,36.85
2017-06-01,Hula_Valley_Wetland,38.29
2017-07-01,Hula_Valley_Wetland,39.84
2017-08-01,Hula_Valley_Wetland,39.55
2017-09-01,Hula_Valley_Wetland,36.64
2017-10-01,Hula_Valley_Wetland,32.1
2017-11-01,Hula_Valley_Wetland,25.52
2017-12-01,Hula_Valley_Wetland,20.71
2018-01-01,Hula_Valley_Wetland,17.01
2018-02-01,Hula_Valley_Wetland,20.07
2018-03-01,Hula_Valley_Wetland,25.78
2018-04-01,Hula_Valley_Wetland,30.26
2018-05-01,Hula_Valley_Wetland,35.42
2018-06-01,Hula_Valley_Wetland,38.39
2018-07-01,Hula_Valley_Wetland,39.41
2018-08-01,Hula_Valley_Wetland,38.93
2018-09-01,Hula_Valley_Wetland,37.79
2018-10-01,Hula_Valley_Wetland,30.26
2018-11-01,Hula_Valley_Wetland,26.38
2018-12-01,Hula_Valley_Wetland,16.54
2019-01-01,Hula_Valley_Wetland,15.73
2019-02-01,Hula_Valley_Wetland,19.68
2019-03-01,Hula_Valley_Wetland,21.93
2019-04-01,Hula_Valley_Wetland,25.6
2019-05-01,Hula_Valley_Wetland,35.73
2019-06-01,Hula_Valley_Wetland,36.52
2019-07-01,Hula_Valley_Wetland,38.34
2019-08-01,Hula_Valley_Wetland,37.57
2019-09-01,Hula_Valley_Wetland,36.01
2019-10-01,Hula_Valley_Wetland,32.33
2019-11-01,Hula_Valley_Wetland,26.96
2019-12-01,Hula_Valley_Wetland,17.45
2020-01-01,Hula_Valley_Wetland,13.4
2020-02-01,Hula_Valley_Wetland,17.2
2020-03-01,Hula_Valley_Wetland,20.95
2020-04-01,Hula_Valley_Wetland,26.83
2020-05-01,Hula_Valley_Wetland,34.99
2020-06-01,Hula_Valley_Wetland,36.77
2020-07-01,Hula_Valley_Wetland,38.64
2020-08-01,Hula_Valley_Wetland,38.25
2020-09-01,Hula_Valley_Wetland,37.65
2020-10-01,Hula_Valley_Wetland,34.36
2020-11-01,Hula_Valley_Wetland,22.42
2020-12-01,Hula_Valley_Wetland,18.24
2021-01-01,Hula_Valley_Wetland,19.66
2021-02-01,Hula_Valley_Wetland,21.38
2021-03-01,Hula_Valley_Wetland,23.29
2021-04-01,Hula_Valley_Wetland,32.03
2021-05-01,Hula_Valley_Wetland,36.12
2021-06-01,Hula_Valley_Wetland,38.06
2021-07-01,Hula_Valley_Wetland,39.14
2021-08-01,Hula_Valley_Wetland,39.62
2021-09-01,Hula_Valley_Wetland,36.18
2021-10-01,Hula_Valley_Wetland,32.07
2021-11-01,Hula_Valley_Wetland,25.85
2021-12-01,Hula_Valley_Wetland,17.35
2022-01-01,Hula_Valley_Wetland,15.03
2022-02-01,Hula_Valley_Wetland,19.2
2022-03-01,Hula_Valley_Wetland,18.1
2022-04-01,Hula_Valley_Wetland,30.28
2022-05-01,Hula_Valley_Wetland,33.3
2022-06-01,Hula_Valley_Wetland,37.17
2022-07-01,Hula_Valley_Wetland,38.44
2022-08-01,Hula_Valley_Wetland,37.54
2022-09-01,Hula_Valley_Wetland,35.32
2022-10-01,Hula_Valley_Wetland,31.43
2022-11-01,Hula_Valley_Wetland,23.72
2022-12-01,Hula_Valley_Wetland,19.37
2023-01-01,Hula_Valley_Wetland,19.39
2023-02-01,Hula_Valley_Wetland,18.63
2023-03-01,Hula_Valley_Wetland,24.83
2023-04-01,Hula_Valley_Wetland,28.5
2023-05-01,Hula_Valley_Wetland,33.41
2023-06-01,Hula_Valley_Wetland,36.4
2023-07-01,Hula_Valley_Wetland,39.57
2023-08-01,Hula_Valley_Wetland,38.04
2023-09-01,Hula_Valley_Wetland,36.45
2023-10-01,Hula_Valley_Wetland,31.17
2023-11-01,Hula_Valley_Wetland,25.98
2023-12-01,Hula_Valley_Wetland,18.11
2024-01-01,Hula_Valley_Wetland,16.09
2024-02-01,Hula_Valley_Wetland,18.5
2024-03-01,Hula_Valley_Wetland,23.91
2024-04-01,Hula_Valley_Wetland,29.04
2024-05-01,Hula_Valley_Wetland,30.6
2024-06-01,Hula_Valley_Wetland,38.41
2024-07-01,Hula_Valley_Wetland,37.42
2024-08-01,Hula_Valley_Wetland,36.49
2024-09-01,Hula_Valley_Wetland,33.67
2024-10-01,Hula_Valley_Wetland,30.23
2024-11-01,Hula_Valley_Wetland,21.77
2024-12-01,Hula_Valley_Wetland,16.77
2025-01-01,Hula_Valley_Wetland,15.44
2025-02-01,Hula_Valley_Wetland,16.95
2025-03-01,Hula_Valley_Wetland,23.99
2025-04-01,Hula_Valley_Wetland,27.7
2025-05-01,Hula_Valley_Wetland,33.96
2025-06-01,Hula_Valley_Wetland,36.48
2025-07-01,Hula_Valley_Wetland,36.79
2025-08-01,Hula_Valley_Wetland,35.73
2025-09-01,Hula_Valley_Wetland,33.93
2025-10-01,Hula_Valley_Wetland,28.53
2025-11-01,Hula_Valley_Wetland,23.92
2025-12-01,Hula_Valley_Wetland,13.55
2026-01-01,Hula_Valley_Wetland,11.3
2026-02-01,Hula_Valley_Wetland,16.05
2026-03-01,Hula_Valley_Wetland,16.07
2026-04-01,Hula_Valley_Wetland,23.67
2026-05-01,Hula_Valley_Wetland,26.68
2000-02-01,Jezreel_Valley_Agri,24.66
2000-03-01,Jezreel_Valley_Agri,22.93
2000-04-01,Jezreel_Valley_Agri,28.17
2000-05-01,Jezreel_Valley_Agri,36.21
2000-06-01,Jezreel_Valley_Agri,40.2
2000-07-01,Jezreel_Valley_Agri,41.63
2000-08-01,Jezreel_Valley_Agri,42.33
2000-09-01,Jezreel_Valley_Agri,39.84
2000-10-01,Jezreel_Valley_Agri,34.93
2000-11-01,Jezreel_Valley_Agri,29.89
2000-12-01,Jezreel_Valley_Agri,19.53
2001-01-01,Jezreel_Valley_Agri,18.32
2001-02-01,Jezreel_Valley_Agri,20.46
2001-03-01,Jezreel_Valley_Agri,28.68
2001-04-01,Jezreel_Valley_Agri,32.97
2001-05-01,Jezreel_Valley_Agri,39.79
2001-06-01,Jezreel_Valley_Agri,43.79
2001-07-01,Jezreel_Valley_Agri,42.3
2001-08-01,Jezreel_Valley_Agri,41.54
2001-09-01,Jezreel_Valley_Agri,39.87
2001-10-01,Jezreel_Valley_Agri,37.05
2001-11-01,Jezreel_Valley_Agri,26.1
2001-12-01,Jezreel_Valley_Agri,18.71
2002-01-01,Jezreel_Valley_Agri,16.34
2002-02-01,Jezreel_Valley_Agri,20.59
2002-03-01,Jezreel_Valley_Agri,25.17
2002-04-01,Jezreel_Valley_Agri,26.18
2002-05-01,Jezreel_Valley_Agri,36.18
2002-06-01,Jezreel_Valley_Agri,40.25
2002-07-01,Jezreel_Valley_Agri,40.67
2002-08-01,Jezreel_Valley_Agri,41.29
2002-09-01,Jezreel_Valley_Agri,39.38
2002-10-01,Jezreel_Valley_Agri,36.22
2002-11-01,Jezreel_Valley_Agri,29.39
2002-12-01,Jezreel_Valley_Agri,21.37
2003-01-01,Jezreel_Valley_Agri,17.96
2003-02-01,Jezreel_Valley_Agri,16.21
2003-03-01,Jezreel_Valley_Agri,19.37
2003-04-01,Jezreel_Valley_Agri,25.96
2003-05-01,Jezreel_Valley_Agri,37.16
2003-06-01,Jezreel_Valley_Agri,38.24
2003-07-01,Jezreel_Valley_Agri,40.4
2003-08-01,Jezreel_Valley_Agri,40.73
2003-09-01,Jezreel_Valley_Agri,38.77
2003-10-01,Jezreel_Valley_Agri,37.03
2003-11-01,Jezreel_Valley_Agri,27.84
2003-12-01,Jezreel_Valley_Agri,18.0
2004-01-01,Jezreel_Valley_Agri,16.94
2004-02-01,Jezreel_Valley_Agri,17.05
2004-03-01,Jezreel_Valley_Agri,24.17
2004-04-01,Jezreel_Valley_Agri,32.01
2004-05-01,Jezreel_Valley_Agri,34.3
2004-06-01,Jezreel_Valley_Agri,39.11
2004-07-01,Jezreel_Valley_Agri,40.5
2004-08-01,Jezreel_Valley_Agri,40.54
2004-09-01,Jezreel_Valley_Agri,40.05
2004-10-01,Jezreel_Valley_Agri,36.26
2004-11-01,Jezreel_Valley_Agri,28.47
2004-12-01,Jezreel_Valley_Agri,17.69
2005-01-01,Jezreel_Valley_Agri,16.61
2005-02-01,Jezreel_Valley_Agri,17.47
2005-03-01,Jezreel_Valley_Agri,23.94
2005-04-01,Jezreel_Valley_Agri,31.21
2005-05-01,Jezreel_Valley_Agri,36.65
2005-06-01,Jezreel_Valley_Agri,39.82
2005-07-01,Jezreel_Valley_Agri,41.49
2005-08-01,Jezreel_Valley_Agri,41.33
2005-09-01,Jezreel_Valley_Agri,40.82
2005-10-01,Jezreel_Valley_Agri,36.1
2005-11-01,Jezreel_Valley_Agri,26.07
2005-12-01,Jezreel_Valley_Agri,24.62
2006-01-01,Jezreel_Valley_Agri,16.8
2006-02-01,Jezreel_Valley_Agri,19.81
2006-03-01,Jezreel_Valley_Agri,23.88
2006-04-01,Jezreel_Valley_Agri,28.95
2006-05-01,Jezreel_Valley_Agri,37.63
2006-06-01,Jezreel_Valley_Agri,39.96
2006-07-01,Jezreel_Valley_Agri,40.2
2006-08-01,Jezreel_Valley_Agri,41.46
2006-09-01,Jezreel_Valley_Agri,40.91
2006-10-01,Jezreel_Valley_Agri,34.05
2006-11-01,Jezreel_Valley_Agri,25.13
2006-12-01,Jezreel_Valley_Agri,20.61
2007-01-01,Jezreel_Valley_Agri,17.65
2007-02-01,Jezreel_Valley_Agri,18.57
2007-03-01,Jezreel_Valley_Agri,22.66
2007-04-01,Jezreel_Valley_Agri,27.38
2007-05-01,Jezreel_Valley_Agri,36.35
2007-06-01,Jezreel_Valley_Agri,40.47
2007-07-01,Jezreel_Valley_Agri,40.16
2007-08-01,Jezreel_Valley_Agri,41.6
2007-09-01,Jezreel_Valley_Agri,39.38
2007-10-01,Jezreel_Valley_Agri,35.63
2007-11-01,Jezreel_Valley_Agri,26.57
2007-12-01,Jezreel_Valley_Agri,18.46
2008-01-01,Jezreel_Valley_Agri,14.16
2008-02-01,Jezreel_Valley_Agri,17.77
2008-03-01,Jezreel_Valley_Agri,25.71
2008-04-01,Jezreel_Valley_Agri,34.23
2008-05-01,Jezreel_Valley_Agri,38.05
2008-06-01,Jezreel_Valley_Agri,41.67
2008-07-01,Jezreel_Valley_Agri,42.71
2008-08-01,Jezreel_Valley_Agri,42.08
2008-09-01,Jezreel_Valley_Agri,40.12
2008-10-01,Jezreel_Valley_Agri,36.21
2008-11-01,Jezreel_Valley_Agri,27.51
2008-12-01,Jezreel_Valley_Agri,22.33
2009-01-01,Jezreel_Valley_Agri,17.65
2009-02-01,Jezreel_Valley_Agri,19.14
2009-03-01,Jezreel_Valley_Agri,21.33
2009-04-01,Jezreel_Valley_Agri,28.12
2009-05-01,Jezreel_Valley_Agri,37.34
2009-06-01,Jezreel_Valley_Agri,41.76
2009-07-01,Jezreel_Valley_Agri,42.33
2009-08-01,Jezreel_Valley_Agri,42.56
2009-09-01,Jezreel_Valley_Agri,39.4
2009-10-01,Jezreel_Valley_Agri,36.26
2009-11-01,Jezreel_Valley_Agri,23.46
2009-12-01,Jezreel_Valley_Agri,19.13
2010-01-01,Jezreel_Valley_Agri,17.39
2010-02-01,Jezreel_Valley_Agri,20.42
2010-03-01,Jezreel_Valley_Agri,24.65
2010-04-01,Jezreel_Valley_Agri,32.06
2010-05-01,Jezreel_Valley_Agri,35.63
2010-06-01,Jezreel_Valley_Agri,39.51
2010-07-01,Jezreel_Valley_Agri,40.47
2010-08-01,Jezreel_Valley_Agri,42.0
2010-09-01,Jezreel_Valley_Agri,41.26
2010-10-01,Jezreel_Valley_Agri,37.87
2010-11-01,Jezreel_Valley_Agri,33.08
2010-12-01,Jezreel_Valley_Agri,23.07
2011-01-01,Jezreel_Valley_Agri,17.73
2011-02-01,Jezreel_Valley_Agri,19.17
2011-03-01,Jezreel_Valley_Agri,22.57
2011-04-01,Jezreel_Valley_Agri,26.5
2011-05-01,Jezreel_Valley_Agri,33.39
2011-06-01,Jezreel_Valley_Agri,38.81
2011-07-01,Jezreel_Valley_Agri,40.71
2011-08-01,Jezreel_Valley_Agri,40.36
2011-09-01,Jezreel_Valley_Agri,39.35
2011-10-01,Jezreel_Valley_Agri,35.76
2011-11-01,Jezreel_Valley_Agri,23.15
2011-12-01,Jezreel_Valley_Agri,20.15
2012-01-01,Jezreel_Valley_Agri,16.3
2012-02-01,Jezreel_Valley_Agri,16.02
2012-03-01,Jezreel_Valley_Agri,20.53
2012-04-01,Jezreel_Valley_Agri,32.28
2012-05-01,Jezreel_Valley_Agri,38.76
2012-06-01,Jezreel_Valley_Agri,40.39
2012-07-01,Jezreel_Valley_Agri,41.61
2012-08-01,Jezreel_Valley_Agri,42.09
2012-09-01,Jezreel_Valley_Agri,40.88
2012-10-01,Jezreel_Valley_Agri,35.86
2012-11-01,Jezreel_Valley_Agri,26.34
2012-12-01,Jezreel_Valley_Agri,18.47
2013-01-01,Jezreel_Valley_Agri,16.63
2013-02-01,Jezreel_Valley_Agri,18.78
2013-03-01,Jezreel_Valley_Agri,24.34
2013-04-01,Jezreel_Valley_Agri,30.98
2013-05-01,Jezreel_Valley_Agri,37.79
2013-06-01,Jezreel_Valley_Agri,39.43
2013-07-01,Jezreel_Valley_Agri,40.26
2013-08-01,Jezreel_Valley_Agri,41.04
2013-09-01,Jezreel_Valley_Agri,40.36
2013-10-01,Jezreel_Valley_Agri,36.03
2013-11-01,Jezreel_Valley_Agri,29.57
2013-12-01,Jezreel_Valley_Agri,16.98
2014-01-01,Jezreel_Valley_Agri,19.17
2014-02-01,Jezreel_Valley_Agri,22.38
2014-03-01,Jezreel_Valley_Agri,26.14
2014-04-01,Jezreel_Valley_Agri,34.08
2014-05-01,Jezreel_Valley_Agri,37.96
2014-06-01,Jezreel_Valley_Agri,40.71
2014-07-01,Jezreel_Valley_Agri,41.31
2014-08-01,Jezreel_Valley_Agri,42.38
2014-09-01,Jezreel_Valley_Agri,39.2
2014-10-01,Jezreel_Valley_Agri,35.28
2014-11-01,Jezreel_Valley_Agri,23.91
2014-12-01,Jezreel_Valley_Agri,20.08
2015-01-01,Jezreel_Valley_Agri,16.67
2015-02-01,Jezreel_Valley_Agri,17.31
2015-03-01,Jezreel_Valley_Agri,22.26
2015-04-01,Jezreel_Valley_Agri,29.8
2015-05-01,Jezreel_Valley_Agri,37.84
2015-06-01,Jezreel_Valley_Agri,36.31
2015-07-01,Jezreel_Valley_Agri,40.99
2015-08-01,Jezreel_Valley_Agri,41.73
2015-09-01,Jezreel_Valley_Agri,39.83
2015-10-01,Jezreel_Valley_Agri,35.43
2015-11-01,Jezreel_Valley_Agri,27.03
2015-12-01,Jezreel_Valley_Agri,21.09
2016-01-01,Jezreel_Valley_Agri,18.0
2016-02-01,Jezreel_Valley_Agri,22.2
2016-03-01,Jezreel_Valley_Agri,22.84
2016-04-01,Jezreel_Valley_Agri,32.72
2016-05-01,Jezreel_Valley_Agri,38.93
2016-06-01,Jezreel_Valley_Agri,42.75
2016-07-01,Jezreel_Valley_Agri,42.9
2016-08-01,Jezreel_Valley_Agri,41.62
2016-09-01,Jezreel_Valley_Agri,39.64
2016-10-01,Jezreel_Valley_Agri,37.31
2016-11-01,Jezreel_Valley_Agri,27.23
2016-12-01,Jezreel_Valley_Agri,17.6
2017-01-01,Jezreel_Valley_Agri,15.41
2017-02-01,Jezreel_Valley_Agri,18.3
2017-03-01,Jezreel_Valley_Agri,25.29
2017-04-01,Jezreel_Valley_Agri,30.09
2017-05-01,Jezreel_Valley_Agri,37.8
2017-06-01,Jezreel_Valley_Agri,40.6
2017-07-01,Jezreel_Valley_Agri,42.38
2017-08-01,Jezreel_Valley_Agri,41.97
2017-09-01,Jezreel_Valley_Agri,39.99
2017-10-01,Jezreel_Valley_Agri,35.23
2017-11-01,Jezreel_Valley_Agri,28.05
2017-12-01,Jezreel_Valley_Agri,21.33
2018-01-01,Jezreel_Valley_Agri,17.56
2018-02-01,Jezreel_Valley_Agri,19.96
2018-03-01,Jezreel_Valley_Agri,24.56
2018-04-01,Jezreel_Valley_Agri,31.99
2018-05-01,Jezreel_Valley_Agri,37.19
2018-06-01,Jezreel_Valley_Agri,39.98
2018-07-01,Jezreel_Valley_Agri,41.64
2018-08-01,Jezreel_Valley_Agri,41.62
2018-09-01,Jezreel_Valley_Agri,40.93
2018-10-01,Jezreel_Valley_Agri,31.81
2018-11-01,Jezreel_Valley_Agri,28.56
2018-12-01,Jezreel_Valley_Agri,18.86
2019-01-01,Jezreel_Valley_Agri,15.88
2019-02-01,Jezreel_Valley_Agri,18.21
2019-03-01,Jezreel_Valley_Agri,21.8
2019-04-01,Jezreel_Valley_Agri,26.03
2019-05-01,Jezreel_Valley_Agri,37.7
2019-06-01,Jezreel_Valley_Agri,37.39
2019-07-01,Jezreel_Valley_Agri,39.67
2019-08-01,Jezreel_Valley_Agri,40.01
2019-09-01,Jezreel_Valley_Agri,39.44
2019-10-01,Jezreel_Valley_Agri,36.07
2019-11-01,Jezreel_Valley_Agri,29.54
2019-12-01,Jezreel_Valley_Agri,19.95
2020-01-01,Jezreel_Valley_Agri,15.27
2020-02-01,Jezreel_Valley_Agri,17.26
2020-03-01,Jezreel_Valley_Agri,20.96
2020-04-01,Jezreel_Valley_Agri,27.72
2020-05-01,Jezreel_Valley_Agri,37.82
2020-06-01,Jezreel_Valley_Agri,38.35
2020-07-01,Jezreel_Valley_Agri,40.03
